PLACES,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017
RANICA, 31, 32, 32, 32, 33, 33, 33, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38, 38, 38, 38, 39, 39, 40, 40, 40, 41, 41, 41, 42, 42, 39, 39, 40, 40, 40, 41
RANZANICO, 34, 34, 34, 34, 35, 35, 35, 36, 36, 37, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 40, 41, 40, 40, 41, 41, 41, 41, 42, 42, 40, 41, 41, 41, 41, 42
RANZO, 48, 47, 47, 47, 47, 47, 48, 49, 48, 50, 49, 50, 51, 51, 51, 50, 49, 49, 49, 49, 48, 48, 48, 48, 48, 48, 47, 47, 47, 47, 48, 48, 48, 48, 47, 48
RAPALLO, 39, 40, 40, 40, 40, 41, 41, 41, 41, 41, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 43, 43, 44, 44, 44, 44, 44, 44, 44, 45, 43, 43, 44, 44, 44, 44
RAPINO, 38, 38, 38, 38, 39, 39, 40, 39, 40, 40, 41, 41, 41, 41, 41, 41, 41, 41, 40, 41, 42, 42, 42, 42, 42, 43, 43, 43, 44, 44, 42, 42, 42, 42, 42, 43
RAPOLANO TERME, 41, 41, 41, 41, 42, 42, 42, 42, 42, 43, 43, 43, 44, 44, 44, 45, 45, 45, 44, 45, 45, 45, 45, 45, 45, 44, 44, 44, 44, 44, 45, 45, 45, 44, 44, 44
RAPOLLA, 32, 32, 32, 32, 32, 33, 33, 32, 33, 33, 33, 33, 33, 33, 34, 34, 34, 34, 34, 35, 35, 35, 36, 36, 37, 37, 37, 38, 38, 38, 35, 36, 36, 36, 37, 37
RAPONE, 36, 36, 37, 38, 38, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 42, 42, 42, 42, 43, 43, 43, 44, 44, 44, 45, 42, 42, 42, 43, 44, 44
RASSA, 41, 43, 42, 42, 42, 43, 43, 45, 47, 40, 48, 49, 48, 45, 45, 45, 46, 48, 51, 49, 50, 47, 49, 48, 49, 50, 52, 51, 51, 51, 51, 46, 48, 47, 50, 53
RASUN-ANTERSELVA, 28, 28, 29, 29, 29, 30, 30, 30, 30, 31, 32, 32, 32, 32, 33, 33, 33, 33, 34, 34, 35, 35, 35, 36, 36, 36, 36, 37, 37, 37, 35, 35, 35, 36, 36, 36
RASURA, 32, 32, 33, 33, 33, 32, 33, 36, 36, 37, 37, 37, 37, 38, 39, 38, 38, 39, 40, 41, 41, 41, 41, 41, 40, 41, 41, 42, 41, 41, 41, 41, 41, 41, 41, 41
RAVANUSA, 33, 33, 33, 33, 34, 34, 34, 34, 34, 34, 35, 35, 35, 35, 35, 35, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 37, 37, 37, 38, 38, 38
RAVARINO, 38, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 39, 39, 39, 39, 39, 39, 39, 39, 40, 40, 39, 39, 39, 39, 39
RAVASCLETTO, 38, 39, 38, 38, 37, 38, 39, 39, 40, 40, 41, 42, 41, 41, 41, 42, 43, 43, 43, 43, 44, 43, 45, 45, 46, 46, 47, 47, 47, 47, 44, 43, 44, 45, 46, 46
RAVELLO, 32, 32, 32, 33, 33, 34, 34, 34, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 38, 38, 39, 39, 40, 40, 40, 40, 41, 41, 41, 41, 39, 39, 40, 40, 40, 40
RAVENNA, 36, 37, 37, 38, 38, 38, 39, 39, 40, 40, 40, 41, 41, 41, 42, 42, 42, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43
RAVEO, 37, 37, 38, 37, 36, 36, 37, 37, 36, 38, 39, 39, 39, 40, 40, 41, 41, 40, 41, 41, 41, 42, 42, 43, 43, 44, 43, 43, 43, 44, 41, 41, 42, 43, 43, 44
RAVISCANINA, 34, 35, 35, 35, 36, 36, 37, 37, 37, 37, 38, 38, 39, 39, 40, 39, 40, 40, 40, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 42, 41, 40, 40, 40, 41, 41
REALMONTE, 33, 33, 33, 33, 33, 34, 34, 34, 34, 35, 35, 36, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 37, 38, 38, 39, 39, 39
REANA DEL ROJALE, 37, 37, 38, 38, 38, 38, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 40, 41, 41, 41, 42, 42, 41, 42, 42, 43, 43, 43, 43, 43, 42, 42, 42, 42, 42, 43
REANO, 37, 37, 38, 38, 38, 38, 39, 40, 39, 39, 40, 40, 40, 41, 41, 42, 42, 42, 42, 42, 41, 41, 41, 41, 41, 41, 41, 41, 42, 42, 42, 42, 41, 42, 41, 41
REA, 41, 40, 38, 40, 41, 42, 42, 42, 42, 42, 44, 44, 43, 44, 44, 44, 44, 45, 45, 45, 44, 44, 45, 45, 45, 44, 45, 46, 46, 48, 44, 45, 45, 46, 46, 46
RECALE, 28, 28, 28, 28, 29, 29, 29, 29, 30, 30, 31, 31, 31, 31, 31, 32, 32, 32, 32, 33, 33, 34, 34, 34, 34, 35, 35, 35, 36, 36, 33, 34, 34, 34, 34, 35
RECANATI, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 41, 41, 41, 42, 42, 42, 42, 41, 41, 41, 41, 41, 41
RECCO, 37, 38, 38, 39, 39, 39, 40, 40, 40, 41, 41, 41, 42, 42, 42, 42, 42, 43, 43, 43, 44, 44, 44, 44, 44, 44, 45, 45, 45, 46, 44, 44, 44, 44, 44, 44
RECETTO, 44, 44, 44, 44, 44, 44, 44, 43, 43, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 44, 43, 45, 45, 44, 44, 44, 44, 44, 44, 44, 43, 44, 44, 44, 44, 44
RECOARO TERME, 34, 34, 34, 35, 35, 35, 35, 36, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 40, 40, 41, 41, 41, 42, 42, 42, 43, 43, 40, 40, 40, 41, 41, 42
REDAVALLE, 45, 44, 44, 44, 45, 45, 45, 45, 46, 46, 47, 47, 47, 47, 47, 47, 47, 47, 46, 46, 47, 46, 46, 46, 46, 46, 45, 45, 45, 45, 46, 46, 46, 46, 45, 46
REDONDESCO, 37, 37, 37, 37, 38, 38, 38, 39, 39, 38, 40, 40, 40, 41, 41, 41, 41, 41, 42, 41, 42, 42, 41, 42, 43, 43, 44, 44, 44, 45, 42, 42, 42, 42, 43, 43
REFRANCORE, 42, 42, 42, 43, 43, 44, 44, 44, 44, 44, 44, 44, 43, 43, 43, 43, 43, 44, 43, 44, 45, 44, 44, 44, 45, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44
REFRONTOLO, 34, 34, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 37, 38, 38, 39, 39, 39, 39, 39, 40, 40, 41, 41, 41, 42, 41, 41, 42, 42, 39, 40, 41, 41, 41, 42
REGALBUTO, 35, 35, 35, 35, 35, 35, 35, 35, 36, 36, 36, 36, 36, 36, 36, 37, 37, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 38, 38, 38, 38, 39, 39
REGGELLO, 37, 38, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 43, 43, 41, 42, 42, 42, 42, 42
REGGIO DI CALABRIA, 32, 33, 33, 33, 33, 34, 34, 34, 34, 35, 35, 35, 35, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 38, 38, 38, 38, 39, 39
REGGIO NELL'EMILIA, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40
REGGIOLO, 35, 35, 36, 36, 36, 37, 37, 37, 37, 37, 38, 38, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39
REINO, 35, 36, 35, 36, 36, 37, 37, 37, 38, 38, 40, 39, 39, 39, 40, 40, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 42, 43, 43, 42, 42, 42, 42, 42, 42
REITANO, 37, 37, 38, 38, 38, 38, 38, 38, 38, 38, 40, 40, 41, 41, 40, 41, 42, 42, 42, 43, 44, 44, 44, 44, 44, 45, 44, 44, 44, 45, 43, 43, 43, 43, 44, 44
REMANZACCO, 34, 34, 35, 35, 36, 36, 36, 36, 37, 37, 38, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 39, 40, 40, 40, 40, 40
REMEDELLO, 34, 34, 34, 34, 35, 36, 36, 36, 36, 37, 37, 37, 37, 37, 37, 37, 37, 37, 38, 38, 38, 39, 38, 39, 39, 39, 40, 39, 39, 39, 39, 39, 39, 39, 39, 39
RENDE, 29, 29, 29, 30, 30, 30, 31, 31, 32, 32, 33, 33, 33, 34, 34, 35, 35, 35, 36, 36, 37, 37, 37, 38, 38, 39, 39, 39, 40, 40, 37, 37, 37, 38, 38, 38
RENON, 31, 31, 31, 31, 31, 32, 32, 32, 32, 32, 32, 32, 32, 32, 33, 33, 33, 33, 33, 34, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 34, 34, 35, 35, 35, 36
RESANA, 32, 32, 32, 32, 33, 33, 33, 34, 34, 34, 34, 35, 35, 35, 35, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 37, 36, 37, 37, 37, 36, 36, 36, 36, 36, 37
RESCALDINA, 33, 33, 33, 34, 34, 34, 35, 35, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 41, 41, 39, 39, 39, 40, 40, 40
RESIA, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 41, 42, 42, 42, 43, 43, 43, 44, 45, 46, 46, 47, 47, 47, 42, 43, 43, 44, 45, 46
RESIUTTA, 40, 40, 39, 39, 41, 42, 42, 44, 44, 43, 44, 44, 44, 44, 45, 45, 45, 44, 44, 44, 44, 44, 44, 43, 42, 43, 43, 43, 43, 44, 44, 45, 44, 43, 43, 43
RESUTTANO, 36, 37, 37, 37, 38, 38, 39, 39, 39, 40, 40, 41, 41, 41, 41, 41, 41, 42, 42, 42, 43, 43, 43, 44, 44, 44, 44, 45, 45, 45, 43, 43, 43, 44, 44, 44
RETORBIDO, 45, 45, 44, 45, 45, 45, 45, 45, 44, 44, 45, 45, 45, 44, 43, 43, 43, 42, 43, 42, 42, 42, 42, 42, 42, 42, 43, 42, 42, 42, 42, 42, 42, 42, 42, 42
REVELLO, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 38, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 40, 40, 40, 41, 40, 40, 41, 41, 41, 40, 40, 40, 40, 41, 40
REVERE, 38, 38, 39, 39, 39, 39, 39, 40, 40, 41, 41, 41, 41, 42, 42, 43, 43, 43, 43, 44, 44, 44, 44, 44, 44, 45, 44, 44, 45, 45, 44, 44, 44, 44, 44, 45
REVIGLIASCO D'ASTI, 40, 39, 39, 39, 40, 40, 40, 40, 41, 40, 41, 41, 42, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 44, 44, 45, 46, 46, 46, 47, 43, 43, 44, 44, 45, 45
REVINE LAGO, 37, 37, 37, 37, 38, 37, 38, 38, 39, 39, 40, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 42, 40, 40, 40, 41, 41, 41
REVÒ, 37, 38, 37, 37, 37, 37, 37, 37, 38, 37, 37, 37, 37, 37, 37, 36, 36, 36, 37, 37, 37, 38, 38, 39, 39, 39, 39, 39, 40, 41, 37, 38, 38, 39, 39, 39
REZZAGO, 36, 38, 38, 38, 38, 38, 38, 38, 39, 40, 41, 40, 41, 41, 42, 42, 42, 42, 42, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 44, 43, 43, 43, 42, 43, 44
REZZATO, 32, 32, 33, 33, 33, 34, 34, 35, 35, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 40, 41, 38, 39, 39, 39, 39, 40
REZZOAGLIO, 46, 46, 46, 47, 47, 47, 47, 47, 48, 49, 50, 50, 50, 50, 50, 51, 51, 51, 51, 52, 52, 52, 53, 53, 53, 54, 53, 54, 54, 54, 51, 51, 52, 52, 52, 53
REZZO, 48, 48, 48, 48, 49, 50, 49, 49, 50, 51, 52, 52, 51, 52, 51, 51, 52, 52, 52, 52, 51, 51, 51, 53, 50, 50, 51, 52, 51, 51, 51, 50, 51, 52, 50, 51
RE, 33, 33, 33, 34, 34, 34, 35, 35, 36, 36, 37, 37, 37, 38, 38, 38, 39, 40, 39, 39, 40, 40, 41, 41, 42, 42, 42, 42, 42, 43, 40, 40, 41, 41, 41, 42
RHEMES-NOTRE-DAME, 37, 42, 43, 41, 37, 33, 33, 35, 37, 33, 34, 34, 34, 33, 34, 35, 35, 36, 36, 36, 37, 36, 37, 38, 38, 38, 39, 39, 40, 40, 37, 36, 37, 38, 38, 38
RHEMES-SAINT-GEORGES, 34, 34, 33, 36, 36, 35, 35, 36, 37, 37, 39, 40, 41, 40, 40, 39, 39, 40, 40, 40, 38, 39, 39, 39, 40, 41, 42, 42, 43, 42, 39, 39, 40, 39, 40, 41
RHO, 32, 33, 33, 34, 34, 34, 35, 35, 36, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 42, 42, 42, 39, 40, 40, 40, 41, 41
RIACE, 36, 36, 36, 36, 36, 37, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 39, 39, 39, 40, 40, 40, 40, 40, 40
RIALTO, 41, 41, 42, 41, 41, 42, 42, 42, 42, 42, 43, 44, 44, 43, 44, 44, 44, 44, 44, 44, 45, 44, 44, 44, 43, 44, 45, 45, 45, 45, 45, 44, 44, 44, 43, 44
RIANO, 31, 31, 31, 32, 32, 33, 33, 33, 34, 34, 35, 35, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 38, 38, 38, 39, 39, 39, 39
RIARDO, 30, 30, 30, 31, 31, 32, 32, 33, 33, 34, 34, 35, 36, 36, 36, 36, 36, 37, 37, 38, 37, 38, 38, 38, 39, 39, 40, 40, 40, 41, 37, 37, 38, 38, 39, 39
RIBERA, 34, 34, 34, 34, 34, 35, 35, 35, 35, 36, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 40, 41, 41, 41, 41, 39, 39, 39, 40, 40, 40
RIBORDONE, 62, 64, 68, 69, 69, 69, 70, 69, 67, 71, 61, 62, 60, 58, 56, 56, 53, 53, 54, 55, 54, 54, 54, 56, 57, 58, 59, 59, 57, 57, 55, 55, 56, 57, 58, 59
RICADI, 34, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 41, 40, 41, 41, 41, 41, 42, 42, 42, 40, 41, 41, 41, 41, 41
RICALDONE, 46, 47, 47, 47, 46, 46, 46, 47, 47, 48, 47, 48, 47, 47, 47, 46, 46, 46, 45, 45, 46, 45, 45, 45, 45, 44, 44, 44, 45, 46, 46, 45, 45, 46, 46, 45
RICCIA, 37, 37, 37, 37, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 41, 41, 41, 41, 42, 42
RICCIONE, 34, 35, 35, 35, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 41, 42, 42, 42, 43, 43, 43, 41, 41, 41, 41, 42, 42
RICCÒ DEL GOLFO DI SPEZIA, 39, 40, 39, 39, 39, 39, 39, 40, 40, 40, 40, 40, 41, 41, 41, 42, 42, 42, 43, 43, 43, 43, 43, 43, 43, 44, 44, 44, 44, 44, 43, 43, 43, 43, 43, 44
RICENGO, 32, 32, 34, 34, 34, 34, 34, 35, 35, 36, 36, 35, 35, 35, 35, 35, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36
RICIGLIANO, 35, 35, 35, 36, 35, 36, 37, 37, 37, 38, 38, 39, 39, 39, 40, 40, 40, 41, 41, 41, 42, 43, 42, 43, 44, 45, 45, 45, 45, 45, 42, 42, 42, 43, 44, 44
RIESE PIO X, 31, 31, 32, 32, 32, 32, 32, 33, 33, 33, 33, 34, 34, 34, 34, 34, 34, 34, 35, 35, 35, 35, 35, 35, 36, 36, 36, 36, 37, 37, 35, 35, 35, 35, 36, 36
RIESI, 33, 33, 33, 34, 34, 34, 34, 35, 35, 36, 36, 36, 36, 36, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 38, 38, 38, 39, 39, 38, 38, 38, 38, 38, 38
RIETI, 35, 36, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 41, 41, 42, 42, 42, 42, 40, 40, 40, 41, 41, 41
RIFIANO, 30, 30, 30, 31, 31, 31, 31, 31, 31, 31, 33, 33, 33, 33, 34, 34, 34, 34, 34, 35, 34, 35, 35, 35, 36, 36, 36, 36, 36, 37, 35, 35, 35, 36, 36, 36
RIFREDDO, 36, 36, 36, 36, 36, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 41, 41, 40, 40, 40, 40, 41, 41, 41, 40, 41, 40, 40, 40, 40
RIGNANO FLAMINIO, 31, 31, 32, 32, 32, 33, 33, 33, 34, 34, 35, 35, 35, 36, 36, 36, 37, 37, 37, 38, 38, 38, 38, 38, 38, 39, 39, 39, 39, 39, 38, 38, 38, 38, 38, 38
RIGNANO GARGANICO, 34, 34, 34, 34, 35, 35, 35, 35, 36, 37, 37, 37, 38, 38, 37, 38, 38, 38, 38, 39, 38, 39, 39, 39, 40, 40, 41, 41, 41, 41, 38, 38, 39, 39, 40, 40
RIGNANO SULL'ARNO, 38, 38, 38, 39, 38, 39, 39, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 41, 41, 41, 40, 41, 41, 41, 41, 40, 41, 41, 41, 41, 41
RIGOLATO, 43, 43, 43, 43, 43, 43, 43, 43, 44, 44, 44, 44, 44, 45, 46, 46, 46, 46, 46, 46, 47, 47, 48, 48, 49, 48, 48, 49, 50, 50, 47, 48, 48, 49, 49, 48
RIMA SAN GIUSEPPE, 39, 42, 40, 42, 43, 42, 44, 43, 43, 44, 47, 43, 44, 45, 43, 41, 44, 45, 48, 46, 47, 48, 48, 50, 51, 49, 49, 50, 51, 50, 48, 48, 48, 50, 50, 49
RIMASCO, 35, 36, 35, 37, 37, 39, 39, 40, 39, 40, 42, 42, 43, 42, 41, 43, 44, 43, 44, 44, 45, 45, 46, 46, 46, 46, 47, 47, 49, 49, 45, 45, 46, 47, 46, 47
RIMELLA, 39, 38, 38, 37, 38, 38, 38, 38, 37, 38, 38, 37, 39, 41, 42, 43, 43, 42, 43, 43, 44, 44, 45, 45, 46, 46, 47, 49, 49, 49, 44, 44, 44, 45, 46, 46
RIMINI, 35, 35, 35, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 42, 41, 41, 41, 41, 42, 42
RIO DI PUSTERIA, 29, 29, 29, 30, 30, 31, 31, 31, 31, 32, 32, 33, 33, 33, 34, 34, 34, 35, 35, 35, 35, 35, 35, 36, 36, 36, 37, 37, 37, 37, 35, 35, 35, 36, 36, 36
RIO MARINA, 40, 40, 40, 39, 39, 40, 40, 41, 42, 41, 41, 41, 41, 42, 42, 42, 42, 43, 43, 44, 44, 45, 45, 46, 45, 46, 46, 46, 47, 47, 44, 44, 45, 45, 45, 46
RIO NELL'ELBA, 43, 43, 43, 43, 44, 44, 43, 42, 41, 42, 42, 42, 41, 42, 42, 42, 41, 42, 41, 41, 41, 42, 42, 42, 43, 43, 43, 43, 43, 44, 41, 41, 42, 42, 43, 43
RIO SALICETO, 35, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 38, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39
RIOFREDDO, 35, 35, 35, 35, 36, 35, 36, 37, 37, 37, 37, 38, 39, 40, 40, 40, 40, 41, 41, 42, 42, 42, 42, 43, 43, 43, 43, 42, 42, 43, 42, 42, 42, 43, 43, 43
RIOLA SARDO, 33, 33, 33, 33, 34, 34, 35, 35, 35, 35, 36, 36, 36, 37, 38, 38, 38, 39, 39, 39, 40, 40, 41, 41, 41, 41, 42, 43, 43, 44, 39, 40, 41, 41, 41, 41
RIOLO TERME, 37, 37, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42
RIOLUNATO, 43, 43, 42, 43, 43, 44, 45, 45, 46, 47, 46, 46, 46, 46, 47, 47, 48, 48, 48, 48, 48, 47, 47, 47, 48, 48, 48, 48, 48, 48, 48, 47, 47, 47, 48, 48
RIOMAGGIORE, 42, 42, 42, 42, 43, 43, 43, 44, 45, 45, 46, 46, 47, 47, 47, 48, 48, 49, 49, 50, 50, 50, 50, 51, 51, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50
RIONERO IN VULTURE, 33, 33, 34, 34, 34, 34, 34, 34, 35, 35, 35, 35, 36, 36, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 37, 38, 38, 38, 38, 39
RIONERO SANNITICO, 36, 36, 37, 37, 38, 38, 38, 38, 38, 39, 40, 40, 41, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 43, 44, 45, 45, 45, 45, 42, 42, 42, 43, 44, 44
RIPA TEATINA, 35, 35, 35, 36, 36, 36, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 40, 40, 41, 39, 39, 39, 39, 39, 40
RIPABOTTONI, 41, 40, 40, 41, 41, 42, 42, 43, 43, 43, 44, 44, 44, 44, 44, 45, 45, 46, 46, 46, 47, 48, 47, 47, 48, 47, 47, 48, 48, 49, 48, 48, 47, 48, 48, 47
RIPACANDIDA, 40, 39, 40, 40, 40, 39, 40, 40, 40, 41, 40, 41, 41, 41, 41, 42, 42, 42, 41, 42, 42, 42, 42, 43, 42, 42, 42, 41, 41, 42, 42, 42, 42, 42, 43, 42
RIPALIMOSANI, 32, 32, 32, 32, 33, 33, 34, 34, 34, 34, 35, 35, 35, 35, 36, 36, 36, 37, 36, 37, 37, 37, 38, 38, 38, 38, 38, 39, 39, 39, 37, 37, 38, 38, 38, 38
RIPALTA ARPINA, 31, 31, 32, 32, 33, 34, 34, 34, 34, 35, 37, 37, 37, 37, 37, 37, 37, 37, 38, 38, 39, 39, 39, 40, 39, 40, 40, 40, 40, 41, 39, 39, 39, 39, 39, 40
RIPALTA CREMASCA, 34, 34, 35, 35, 35, 35, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 40, 40, 40, 41, 41, 42, 42, 42, 42, 43, 40, 40, 40, 41, 41, 42
RIPALTA GUERINA, 32, 32, 33, 34, 33, 34, 35, 35, 35, 35, 36, 37, 38, 38, 37, 38, 39, 39, 38, 39, 39, 39, 40, 40, 40, 39, 40, 40, 40, 40, 39, 39, 40, 40, 40, 39
RIPARBELLA, 41, 41, 41, 41, 41, 42, 42, 42, 42, 42, 43, 42, 43, 43, 43, 44, 44, 43, 44, 44, 43, 45, 44, 45, 45, 45, 44, 44, 44, 44, 43, 44, 44, 45, 44, 44
RIPATRANSONE, 37, 37, 37, 38, 37, 38, 38, 38, 39, 39, 39, 39, 40, 40, 40, 40, 40, 41, 41, 41, 42, 42, 42, 43, 43, 43, 43, 43, 44, 44, 42, 42, 42, 43, 43, 43
RIPE SAN GINESIO, 40, 41, 41, 40, 41, 41, 41, 42, 43, 43, 44, 43, 44, 44, 44, 43, 43, 42, 42, 42, 43, 43, 44, 43, 42, 43, 44, 43, 42, 43, 43, 43, 43, 42, 42, 43
RIPE, 36, 36, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 39, 39, 40, 40, 40, 40, 40, 40, 40
RIPI, 37, 38, 38, 38, 38, 38, 39, 39, 39, 40, 40, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 42, 42, 41, 42, 42, 42, 42, 42
RIPOSTO, 32, 32, 32, 32, 32, 33, 33, 33, 33, 34, 34, 34, 35, 35, 35, 36, 36, 36, 36, 37, 37, 37, 38, 38, 38, 39, 39, 39, 40, 40, 37, 37, 38, 38, 38, 39
RITTANA, 42, 45, 44, 46, 46, 46, 47, 47, 49, 48, 47, 47, 48, 49, 49, 51, 51, 53, 53, 52, 51, 52, 51, 52, 52, 53, 49, 50, 51, 52, 51, 52, 51, 52, 51, 53
RIVA DEL GARDA, 34, 35, 35, 35, 36, 36, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 39, 39, 39, 40, 40, 40, 40, 41, 41, 41, 41, 39, 40, 40, 40, 40, 40
RIVA DI SOLTO, 34, 35, 36, 36, 37, 37, 37, 37, 37, 37, 38, 39, 39, 39, 40, 41, 42, 42, 43, 43, 43, 44, 44, 44, 44, 45, 45, 46, 46, 46, 43, 44, 44, 44, 44, 45
RIVA LIGURE, 35, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 39, 39, 39, 40, 40, 41, 41, 42, 42, 43, 43, 43, 43, 43, 44, 44, 44, 44, 44, 42, 43, 43, 43, 43, 44
RIVA PRESSO CHIERI, 34, 33, 33, 33, 33, 33, 33, 33, 34, 34, 34, 35, 35, 36, 36, 37, 37, 37, 37, 38, 38, 38, 39, 39, 40, 40, 40, 41, 40, 40, 38, 38, 39, 39, 40, 40
RIVA VALDOBBIA, 38, 37, 37, 36, 37, 36, 37, 37, 37, 37, 39, 40, 40, 41, 40, 40, 40, 40, 41, 41, 41, 43, 44, 42, 42, 41, 41, 40, 41, 42, 41, 42, 43, 42, 42, 41
RIVALBA, 38, 37, 38, 38, 38, 39, 39, 40, 40, 40, 41, 42, 42, 42, 43, 43, 43, 43, 43, 43, 44, 44, 43, 43, 44, 43, 44, 43, 43, 43, 44, 43, 43, 43, 44, 44
